Ds,rate_bits
0.02275013194817922,1.0
0.03468137864947474,0.8907416304514006
0.04661262535077026,0.8186202407679273
0.05854387205206578,0.7567341251413784
0.0704751187533613,0.7014282897162826
0.08240636545465682,0.6510207680841393
0.09433761215595234,0.6045382947063898
0.10626885885724786,0.5613457466616301
0.11820010555854338,0.5209961971555672
0.13013135225983888,0.48315836918794197
0.1420625989611344,0.44757718843775707
0.15399384566242993,0.4140504726725459
0.16592509236372543,0.382414266579321
0.17785633906502096,0.352533152612692
0.1897875857663165,0.32429359225127186
0.201718832467612,0.29759919918294253
0.21365007916890752,0.27236729168463103
0.22558132587020305,0.24852631947797343
0.23751257257149855,0.22601390493740958
0.24944381927279408,0.20477532623634465
0.2613750659740896,0.18476232504913992
0.27330631267538513,0.16593215701098674
0.28523755937668066,0.14824682674478862
0.29716880607797613,0.13167246529043786
0.30910005277927166,0.11617881888198156
0.3210312994805672,0.10173882586665417
0.3329625461818627,0.08832826418884254
0.34489379288315825,0.07592545597020439
0.3568250395844538,0.06451101875609155
0.36875628628574925,0.054067655273288495
0.3806875329870448,0.04457997526985347
0.3926187796883403,0.03603434433146935
0.40455002638963583,0.028418755598595524
0.41648127309093136,0.021722721112839793
0.4284125197922269,0.01593718015936163
0.4403437664935224,0.01105442248975208
0.4522750131948179,0.00706802472048651
0.4642062598961134,0.003972798551066803
0.47613750659740894,0.0017647497295716352
0.48806875329870447,0.000441046940329648
0.5,0.0
